Nome	Categoria	Porção Média	Calorias	Carboidratos	Proteína	Gordura	Saturada	MUF	PUF	Fibra	A	B1	B2	B3	B5	B6	B9	B12	C	D	E	K	K2	Sódio	Potássio	Cálcio	Selenio	Fósforo	Zinco	Ferro	Mercurio	Cádmio	Chumbo	Cobre	Manganês	Magnésio	Choline	Omega 	Omega 	Creatina	Carnosina	Taurina	Glutathione	Glycine	Astaxanthin	Licopeno	Oleic Acid	Linoleic Acid	Lutein	Zeaxantina	Coenzima Q10	Sulforafano	Resveratrol	Quercetina	Curcumina	L-Teanina	Carnitina	Antocianinas	Isoflavonas	Catequinas	Ácido clorogenico	Ácido cafeico	Outros estilbenos	Lignanas	Fisetina	Apigenina	Ácido Elágico	Nitratos Naturais	Capsaicina	Hesperidina	Naringenina	Ácido Ursólico	Indol-3-Carbinol	DIM	Beta-Glucanas
Unidade		g	kcal	g	g	g	g	g	g	g	mcg	mg	mg	mg	mg	mg	mcg	mcg	mg	mcg	mg	mcg	mcg	mg	mg	mg	mcg	mg	mg	mg	mcg	mcg	mcg	mg	mg	mg	mg	g	g	mg	mg	mg	mg	mg	mg	mg	g	g	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	g
Mangericão		100	233	47.8	23	4.1	2.2	0.4	1.3	37.7	370	0.16	0.52	4.9	0.84	1.34	68	0	61	0	10.7	1714	0	76	2631	2240	3	274	7.1	89.8	0	0.02	0.03	2.1	9.8	711	55	0.5	0.8	0	0	0	0	0	0	0	0.4	0.8	56.5	0	0	0	0	15	0	0	0	0	0	0	12	25	0	0	0	15	0	20	0	0	0	80	0	0	0
Pimenta do Reino		100	251	64	10.4	3.3	1.4	0.7	1	25.3	27	0.11	0.18	1.1	1.4	0.29	17	0	0	0	1	163.7	0	20	1329	443	4.9	158	1.3	9.7	0.01	0.01	0.02	1.33	12.8	171	11.3	0.16	0.83	0	0	0	0	0	0	0	0.74	0.83	0.5	0.05	0	0	0	1.5	0	0	0	0	0	0	2	5	0	0	0	0	0	10	0	0	0	0	0	0	0
Cardamomo		100	311	68.5	10.8	6.7	0.7	0.9	0.4	28	0	0.2	0.18	1.1	0.35	0.23	21	0	21	0	0.2	0	0	18	1119	383	0	178	2.1	14	0	0.01	0.02	0.38	28	229	10	0.1	0.3	0	0	0	0	0	0	0	0.9	0.3	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0.1	0	0	0	10	0	0	0	0	0	0	0
Pimenta Cayena		100	318	56.6	12	17.3	3.3	0.9	8.4	27.2	2080	0.33	0.92	8.7	1.2	2.45	106	0	76.4	0	29.8	80.3	0	30	2014	148	8.8	293	2.5	7.8	0	0.01	0.02	0.37	2	152	40	0.6	7.8	0	0	0	0	0	0	0	0.9	7.8	13.2	1.1	0	0	0	8.5	0	0	0	0	0	0	10	8	0	0	0	0.5	0	20	200	0	0	0	0	0	0
Semente de Salsão		100	392	41.4	18.1	24.7	3.2	16.1	4.3	11.8	3	0.35	0.38	1.4	0.6	0.89	10	0	17.1	0	0	0	0	160	1400	1767	3	547	6.9	44.9	0	0.01	0.02	0.94	7	440	22	0.6	3.7	0	0	0	0	0	0	0	16.1	3.7	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	1.5	0	80	0	40	0	0	0	0	0	0	0
Cebolinha		100	297	64.3	21.2	2.5	0.3	0.2	1.4	26.2	436	0.24	0.59	2.7	1.1	0.44	208	0	181	0	4.4	1700	0	62	2960	856	3.8	443	4.2	22.3	0	0.02	0.03	0.41	4.7	243	31	0.5	0.9	0	0	0	0	0	0	0	0.2	0.9	24.5	1.5	0	0	0	18	0	0	0	0	0	0	0.2	0.3	0	0	0	2.5	0	60	0	0	0	0	0	0	0
Coentro		100	279	52.1	21.9	4.8	0.2	2.2	1.3	10.4	293	1.25	1.5	11	2.5	0.6	274	0	566	0	2.5	1354	0	211	4141	1246	4	412	4.7	42.5	0	0.02	0.03	0.9	4.5	694	52	0.3	1	0	0	0	0	0	0	0	2.2	1	45.8	2.5	0	0	0	22	0	0	0	0	0	0	1.2	1.8	0	0	0	1	0	80	0	0	0	0	0	0	0
Canela		100	247	80.6	4	1.2	0.3	0.2	0.1	53.1	15	0.02	0.04	1.3	0.4	0.16	6	0	3.8	0	2.32	31.2	0	10	431	1002	15.1	64	1.8	8.3	0	0.01	0.01	0.34	17.5	60	11.5	0.01	0.05	0	0	0	0	0	0	0	0.2	0.05	0.2	0.02	0	0	0	1.2	0	0	0	0	0	0	10	15	0	2.5	0	0	0	10	0	0	0	0	0	0	0
Cravo		100	274	65.5	6	13	2.8	1.4	7.5	33.9	8	0.12	0.22	1.6	0.51	0.39	25	0	0	0	8.8	141.8	0	277	1020	632	7.2	105	2.3	11.8	0	0.01	0.01	0.37	60.1	259	15.1	0.15	7.1	0	0	0	0	0	0	0	1.4	7.1	0.3	0.02	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0	0	0	15	30	0	0	0	0	0	15	0	0	0	200	0	0	0
Semente de coentro		100	298	55	12.4	17.8	1	13.6	1.8	41.9	0	0.24	0.29	2.1	0.21	0.43	0	0	21	0	1	0	0	35	1267	709	26.2	409	4.7	16.3	0	0.01	0.01	0.97	1.9	330	15	1.6	0.2	0	0	0	0	0	0	0	13.6	0.2	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0.5	0	0.5	0	20	0	0	0	0	0	0	0
Cominho		100	375	44.2	17.8	22.3	1.5	14	3.3	10.5	64	0.63	0.33	4.6	0.9	0.44	10	0	7.7	0	3.3	5.4	0	168	1788	931	5.2	499	4.8	66.4	0	0.01	0.02	0.87	3.3	366	21	0.6	2.7	0	0	0	0	0	0	0	14	2.7	0.5	0.05	0	0	0	3.5	0	0	0	0	0	0	6	5	0	0.8	0	1.2	0	15	0	0	0	0	0	0	0
Dill		100	253	55.8	20	4.4	0.2	2.3	1	13.6	293	0.42	0.44	2.8	0.3	0.3	274	0	1.7	0	1.7	0	0	208	3300	1784	4.4	543	5.2	48.8	0	0.02	0.03	0.78	4.1	451	42	0.4	0.6	0	0	0	0	0	0	0	2.3	0.6	52.4	2.1	0	0	0	14	0	0	0	0	0	0	2.5	3	0	0	0	1.5	0	100	0	0	0	0	0	0	0
Erva doce		100	345	52.3	15.8	14.9	0.5	9.9	1.7	39.8	7	0.41	0.35	6.1	0.6	0.47	0	0	21	0	0	0	0	88	1694	1196	12.5	487	3.7	18.5	0	0.01	0.02	1.07	6.5	385	24	0.5	1.2	0	0	0	0	0	0	0	9.9	1.2	0	0	0	0	0	6.8	0	0	0	0	0	0	3.5	4	0	0.2	0	0.8	0	120	0	0	0	0	0	0	0
Alho em pó		100	332	72.7	16.6	0.7	0.2	0.04	0.4	9	0	0.43	0.14	0.6	0.7	0.62	3	0	12	0	0.1	0	0	60	1193	79	36.2	417	2.9	5.7	0	0.04	0.05	0.16	0.67	77	85	0.02	0.38	0	0	0	0	0	0	0	0.04	0.38	0	0	0.5	0	0	1.5	0	0	0	0	0	0	1.5	3	0	0.5	0	0	0	15	0	0	0	0	0	0	0
Gengibre		100	335	71.6	9	4.2	2.6	0.8	0.8	14.1	0	0.05	0.17	5.2	0.48	0.63	27	0	5	0	0	0	0	32	1320	114	4.1	168	4.8	19.8	0	0.02	0.05	0.48	33.3	184	28.8	0.15	0.65	0	0	0	0	0	0	0	0.8	0.65	0	0	0.1	0	0	0	0	0	0	0	0	0	0.5	0.8	0	0	0	0	0	10	0	0	0	0	0	0	0
Mangerona		100	271	60.6	12.7	7	0.5	0.9	4.8	40.3	40	0.29	0.32	4.1	0.9	1.19	274	0	51.4	0	1.7	621.7	0	77	1522	1990	4.5	306	3.6	82.7	0	0.02	0.03	1.13	5.4	346	45	0.6	4.2	0	0	0	0	0	0	0	0.9	4.2	18.5	1.1	0	0	0	12	0	0	0	0	0	0	12	18	0	0.2	0	2	0	30	0	0	0	120	0	0	0
Cebola em pó		100	341	79.1	10.1	1	0.2	0.1	0.6	15.2	0	0.16	0.15	1.1	0.6	0.32	19	0	21	0	0.2	0	0	54	985	384	15.1	322	2.1	3.9	0	0.02	0.05	0.23	0.51	92	41	0.03	0.57	0	0	0	0	0	0	0	0.1	0.57	0	0	0.2	0	0	18	0	0	0	0	0	0	0.8	3.2	0	0.8	0	0	0	40	0	0	8.5	0	0	0	0
Oregano		100	265	68.9	9	4.3	1.6	0.7	1.4	42.5	85	0.18	0.33	4.6	0.9	1.04	274	0	2.3	0	18.3	621.8	0	25	1260	1597	4.5	148	2.7	36.8	0	0.02	0.03	0.67	5	270	32	0.6	0.8	0	0	0	0	0	0	0	0.7	0.8	1.8	0.1	0	0	0	42	0	0	0	0	0	0	35	50	0	1.5	0	4.5	0	40	0	0	0	250	0	0	0
Páprica		100	282	54	14.1	12.9	2.1	1.7	7.8	34.9	2463	0.33	1.23	10.1	2.5	2.14	49	0	102	0	29.1	80.3	0	34	2280	177	6.3	314	4.3	21.1	0	0.01	0.03	0.71	1.6	178	51.5	0.6	7.2	0	0	0	0	0	0	0	1.7	7.2	19	1.8	0	0	0	8	0	0	0	0	0	0	8	6	0	0	0	0.2	0	30	15	0	0	0	0	0	0
Salsa		100	292	50.6	26.6	5.5	1.4	0.8	3.1	26.7	583	0.16	1.24	9.9	1.1	0.9	180	0	125	0	9	1360	0	452	2683	1140	14.1	436	5.4	22	0	0.02	0.03	0.78	9.8	400	97.1	0.4	2.7	0	0	0	0	0	0	0	0.8	2.7	64.3	3.5	0	0	0	35	0	0	0	0	0	0	4.5	8	0	0	0	220	0	150	0	0	0	0	0	0	0
Açafrão		100	310	65.4	11.4	5.9	1.6	1.3	2.1	3.9	27	0.12	0.27	1.5	1	1.01	93	0	80.8	0	0	0	0	148	1724	111	5.6	252	1.1	11.1	0	0.01	0.01	0.33	28.4	264	15	0.1	2	0	0	0	0	0	0	0	1.3	2	1.5	0.1	0	0	0	0	0	0	0	0	0	0	2	1.5	0	0	0	0.5	0	10	0	0	0	0	0	0	0
Sálvia		100	315	60.7	10.6	12.7	7	1.9	1.8	40.3	296	0.75	0.34	5.7	0.34	2.69	274	0	32.4	0	7.48	1714	0	11	1070	1652	3.7	91	4.7	28.1	0	0.02	0.03	0.76	3.1	428	43.6	0.2	1.6	0	0	0	0	0	0	0	1.9	1.6	24.5	1.2	0	0	0	20	0	0	0	0	0	0	25	35	0	0.5	0	1.5	0	30	0	0	0	350	0	0	0
Tomilho		100	276	63.9	9.1	7.4	2.7	0.5	3.3	37	240	0.35	0.41	4.9	0.41	0.55	274	0	50	0	4.65	1714	0	55	814	1890	4.5	201	6.2	123.6	0	0.02	0.03	0.86	7.9	220	40.5	0.3	3	0	0	0	0	0	0	0	0.5	3	16.5	0.8	0	0	0	15	0	0	0	0	0	0	20	30	0	0.8	0	2	0	40	0	0	0	280	0	0	0
Cúrcuma		100	312	67.1	9.7	3.3	1.8	0.5	0.8	22.7	0	0.06	0.15	1.4	0.54	0.11	39	0	0.7	0	4.43	13.4	0	27	2080	168	6.2	299	4.5	55	0	0.02	0.04	0.63	19.8	208	49.2	0.05	0.75	0	0	0	0	0	0	0	0.5	0.75	0	0	0	0	0	1.5	3500	0	0	0	0	0	12	8	0	0.5	0	0	0	20	0	0	0	0	0	0	0
Pimenta do Reino Branca		100	296	68.6	10.4	2.1	0.6	0.8	0.6	26.2	0	0.03	0.13	0.2	1.2	0.1	10	0	0	0	0	10.1	0	5	73	265	3.5	176	1.1	14.3	0.01	0.01	0.02	0.91	1.1	90	11	0.03	0.54	0	0	0	0	0	0	0	0.8	0.54	0	0	0	0	0	0	0	0	0	0	0	0	1.5	3	0	0	0	0	0	10	0	0	0	0	0	0	0
Cogumelo da faia		100	35	6.2	2.5	0.3	0.05	0.02	0.15	2.1	0	0.08	0.25	4.2	1.1	0.12	25	0	0	0.5	0.1	0	0	4	350	5	12	90	0.7	0.6	0.01	0.05	0.1	0.25	0.1	15	22	0.01	0.14	0	0	0	18	110	0	0	0.02	0.14	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3
Cogumelo Cantarelo		100	32	6	1.5	0.5	0.04	0.02	0.25	3.8	1	0.02	0.21	4.1	1.1	0.04	2	0	0	5.3	0.12	0	0	9	506	9	1.2	57	0.7	3.5	0.02	0.4	0.2	0.35	0.2	13	15	0.01	0.24	0	0	0	12	80	0	0	0.02	0.24	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4
Cogumelo orelha de nuvem		100	25	6.5	1	0.1	0.02	0.01	0.05	5	0	0.02	0.1	1	0.4	0.05	15	0	0	0.1	0.1	0	0	15	45	35	1.5	30	0.5	5.5	0.01	0.05	0.1	0.2	0.5	20	12	0.01	0.04	0	0	0	10	60	0	0	0.01	0.04	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6
Cogumelo Cremini		100	35	4.3	3	0.1	0.02	0.01	0.05	0.6	0	0.06	0.49	3.8	1.5	0.11	16	0	0	0.2	0.02	0	0	6	365	15	26	120	1.1	1.7	0.01	0.02	0.05	0.43	0.1	22	24	0.01	0.04	0	0	0	26	130	0	0	0.01	0.04	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3
Cogumelo Enoki		100	37	7	2.7	0.3	0.04	0.02	0.17	2.7	0	0.15	0.14	5.4	1	0.1	34	0	0	0.1	0.05	0	0	3	315	3	1.5	85	0.6	1.1	0.01	0.02	0.05	0.1	0.08	14	19	0.01	0.16	0	0	0	22	115	0	0	0.02	0.16	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2
Cogumelo King oyster		100	35	6	2.4	0.3	0.04	0.02	0.15	2.2	0	0.07	0.22	4.8	1.2	0.11	27	0	0	0.2	0.08	0	0	4	380	4	15	95	0.6	0.7	0.01	0.03	0.05	0.22	0.1	16	20	0.01	0.14	0	0	0	24	110	0	0	0.02	0.14	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4
Cogumelo Lion's mane		100	35	6.5	2.5	0.2	0.03	0.01	0.12	2.4	0	0.08	0.23	4.5	1.1	0.1	30	0	0	0.3	0.07	0	0	2	350	5	11	92	0.7	0.6	0.01	0.02	0.05	0.25	0.1	15	21	0.01	0.12	0	0	0	30	120	0	0	0.01	0.12	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6
Cogumelo Maitake		100	31	5.6	1.9	0.4	0.05	0.03	0.17	2	0	0.12	0.21	5	0.23	0.21	23	0	0	28.1	0.22	0	0	1	230	1	1.6	86	0.6	0.25	0.01	0.02	0.05	0.21	0.13	11	18.7	0.01	0.16	0	0	0	25	95	0	0	0.03	0.16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8
Cogumelo Morel		100	31	4.4	2.4	0.4	0.05	0.03	0.15	2.2	0	0.07	0.38	4.4	1.5	0.11	14	0	0	4.2	0.1	0	0	15	296	13	1.9	153	1.7	11	0.02	0.3	0.2	0.5	0.47	16	18	0.01	0.14	0	0	0	15	85	0	0	0.03	0.14	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Cogumelo Oyster		100	33	5.5	3	0.4	0.05	0.03	0.17	2.1	0	0.11	0.31	4.5	1.1	0.11	29	0	0	0.7	0.1	0	0	6	370	3	1.2	105	0.7	1.2	0.01	0.03	0.05	0.24	0.11	16	26	0.01	0.16	0	0	0	28	125	0	0	0.03	0.16	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4
Cogumelo Portobello		100	35	5.1	2.5	0.5	0.07	0.02	0.27	2.2	0	0.05	0.45	4.5	1.2	0.13	16	0	0	0.3	0.04	0	0	6	437	14	31	135	0.8	0.7	0.01	0.03	0.05	0.42	0.08	20	22	0.01	0.26	0	0	0	24	110	0	0	0.02	0.26	0	0.00	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3
Cogumelo Shitake		100	56	8.2	2.2	0.2	0.03	0.01	0.11	2.6	0	0.07	0.17	3.2	3.3	0.25	13	0	0	1.1	0.04	0	0	4	170	4	3.8	76	1.2	0.4	0.01	0.02	0.05	0.32	0.14	14	16	0.01	0.1	0	0	0	32	105	0	0	0.01	0.1	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Champignon		100	28	4.1	2.4	0.2	0.03	0.01	0.08	2	0	0.08	0.32	3.2	1.1	0.11	15	0	0	0.2	0.02	0	0	5	312	4	14.6	88	0.7	0.4	0.01	0.02	0.05	0.31	0.07	12	18	0.01	0.08	0	0	0	25	110	0	0	0.01	0.08	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2
Cogumelo Wood ear		100	25	6.4	2	0.1	0.03	0.01	0.04	3	0	0.02	0.14	0.8	0.21	0.1	13	0	0	0.1	0.02	0	0	11	140	52	0.6	37	0.21	1.2	0.01	0.03	0.05	0.06	0.13	13	10.2	0.01	0.04	0	0	0	12	75	0	0	0.01	0.04	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6
Levedura		100	375	37	48	4	0.5	0.5	2	22	0	3.5	4	35	10	3	1200	0	0	0	0.5	0	0	70	1800	90	2.5	950	6	4.5	0.01	0.02	0.05	0.6	0.3	130	200	0.05	1.9	0	0	0	150	1200	0	0	0.5	1.9	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5
Molho de pimenta		100	11	1.2	0.6	0.2	0.05	0.02	0.1	0.6	60	0.02	0.03	0.5	0.1	0.12	4	0	26	0	0.4	2.5	0	2500	130	10	0.2	16	0.1	0.4	0	0.02	0.02	0.03	0.05	10	3	0.01	0.08	0	0	0	1	15	0	0	0.02	0.08	0.3	0.05	0	0	0	2	0	0	0	0	0	0	0.5	0.4	0	0	0	0	0	10	25	0	0	0	0	0	0
Homus		100	166	14.3	4.8	9.6	1.4	4	3.6	4	1	0.12	0.06	0.6	0.3	0.2	48	0	0	0	1.1	10	0	380	230	38	2.5	110	1.1	1.6	0	0.03	0.02	0.25	0.5	30	20	0.1	3.5	0	0	0	2	250	0	0	3.8	3.5	0	0	0.1	0	0	0	0	0	0	0	0.1	0.2	0.1	0.1	0	12	0	0	0	10	0	0	0	0	0	0	0
Kimchi		100	15	2.4	1.1	0.5	0.07	0.02	0.17	1.6	42	0.03	0.04	0.5	0.2	0.14	45	0	15	0	0.2	45	1.5	498	235	33	0.5	24	0.2	1.5	0	0.03	0.02	0.06	0.12	14	6.2	0.04	0.13	0	0	0	12	35	0	0	0.02	0.13	0.6	0.1	0.05	2	0	4	0	0	0	0	0	0	0.2	0.1	0	0	0	0	0	25	2	0	0	0	2	0.5	0
Mostarda		100	66	4.7	4.4	4	0.2	2.3	1.1	3.3	4	0.07	0.07	0.5	0.2	0.1	15	0	0	0	1.5	0	0	1100	135	58	1	95	0.6	1.5	0	0.03	0.02	0.13	0.35	24	25	0.4	0.7	0	0	0	1	120	0	0	2.2	0.7	0.2	0.05	0	0	0	2	5	0	0	0	0	0	0.5	0.3	0	0.5	0	0	0	15	0	0	0	0	1	0.2	0
Pesto		100	520	6.5	4.7	53	7.2	35.8	7.5	1.5	120	0.07	0.15	1.2	0.3	0.15	25	0.1	15	0	5.5	300	0.5	800	250	150	1.5	135	1.2	2.2	0	0.02	0.02	0.15	0.5	52	12	0.3	7.2	0	0	0	5	280	0	0	35	7.2	8.5	0.2	1.2	0	0	4.2	0	0	0	0	0	0.2	8	15	0	0.8	0	10	0	15	0	0	0	45	0	0	0
Pico de Gallo		100	22	4.5	0.9	0.2	0.03	0.02	0.07	1.4	44	0.04	0.02	0.5	0.2	0.1	16	0	24	0	0.45	8	0	250	210	12	0.4	22	0.15	0.3	0	0.03	0.02	0.05	0.1	11	6.2	0.01	0.07	0	0	0	4	28	0	2.2	0.02	0.07	0.15	0.01	0.05	0	0	5.5	0	0	0	0	0	0	0.8	0.5	0	0	0	0.1	0	10	2.5	0	0	0	0	0	0
Molho de tomate		100	32	7.2	1.3	0.3	0.04	0.03	0.12	1.5	38	0.04	0.03	0.9	0.22	0.11	14	0	12	0	1.25	11	0	400	334	14	0.4	26	0.18	0.45	0	0.03	0.02	0.06	0.11	14	7.5	0.01	0.1	0	0	0	3	35	0	12	0.03	0.1	0.12	0.01	0.1	0	0	2.2	0	0	0	0	0	0	2.5	1.2	0	0	0	0.1	0	10	0	0	0	0	0	0	0
Salsa Verde		100	28	4.8	1	0.6	0.08	0.3	0.2	1.5	12	0.03	0.03	1.2	0.15	0.05	6	0	10	0	0.8	7	0	450	215	9	0.4	30	0.18	0.5	0	0.02	0.02	0.14	0.12	15	6	0.02	0.18	0	0	0	2	25	0	0	0.3	0.18	0.12	0	0	0	0	1.5	0	0	0	0	0	0	1.2	0.8	0	0	0	0.2	0	15	1.5	0	0	0	0	0	0
Chucrute		100	19	4.3	0.9	0.1	0.01	0.01	0.04	2.9	2	0.02	0.02	0.2	0.1	0.1	24	0	15	0	0.1	13	0.5	661	170	30	0.6	20	0.13	1.5	0	0.01	0.02	0.03	0.15	13	6.1	0.01	0.04	0	0	0	6	28	0	0	0.01	0.04	0.1	0	0	2	0	2	0	0	0	0	0	0	0.4	0.2	0	0	0	0	0	40	0	0	0	0	10	2.5	0
Molho de soja		100	53	4.9	8.1	0.6	0.1	0.1	0.3	0.8	0	0.06	0.12	2.2	0.35	0.1	18	0	0	0	0	0	0	5493	435	20	0.8	130	0.43	2.4	0	0.02	0.02	0.12	0.5	40	18	0.04	0.25	0	0	0	15	380	0	0	0.1	0.25	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Sriracha		100	80	15	1.5	1	0.2	0.1	0.45	1.5	75	0.05	0.06	1	0.25	0.3	10	0	40	0	0.6	6	0	2300	215	15	0.4	32	0.2	0.6	0	0.03	0.02	0.08	0.1	15	5.5	0.02	0.45	0	0	0	2	35	0	0	0.1	0.45	0.5	0.02	0.02	0	0	3.5	0	0	0	0	0	0	1.2	0.8	0	0	0	0	0	15	35	0	0	0	0	0	0
Tahini		100	595	21.2	17	53.7	7.5	20.2	23.4	9.3	1	1.22	0.47	5.5	0.69	0.15	98	0	0	0	0.25	0	0	115	414	426	34.4	732	4.6	9	0	0.03	0.02	1.6	1.45	95	55	0.38	23	0	0	0	5	1200	0	0	20.2	23	0	0	0.25	0	0	0	0	0	0	0	0	0	0.2	0.1	0	120	0	0	0	10	0	0	0	0	0	0	0
Wasabi		100	292	46.1	2.2	10.9	0.6	6.2	3.7	6.5	0	0.03	0.04	0.4	0.2	0.1	12	0	31	0	1.1	13.2	0	1200	290	105	1.1	80	0.4	0.9	0	0.02	0.02	0.11	0.14	32	10	0.3	3.4	0	0	0	1	45	0	0	6.2	3.4	0.1	0	0	15	0	0	0	0	0	0	0	0	0.5	0.2	0	0	0	0	0	10	0	0	0	0	5	1.2	0
Alga Chlorella		100	411	23.8	58.4	9.3	0.9	1.5	4.2	12.1	51300	1.7	4.3	23.8	1.1	1.4	94	0.1	10.4	0	5.7	0	0	53	882	315	12.3	900	7.1	130	0.01	0.05	0.05	0.25	4.3	315	95	3.5	0.7	0	0	0	15	3200	0	0	1.5	0.7	120	15	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5
Alga Dulse		100	264	43.8	18.1	0.3	0.05	0.02	0.1	14.3	2	0.2	0.4	2.2	0.4	0.2	140	0.9	30	0	1	10	0	1530	4140	268	0.8	250	1.5	33	0.05	0.2	0.3	0.2	0.5	293	15	0.05	0.05	0	0	0	5	450	0	0	0.02	0.05	0.5	0.05	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0.2
Alga Irish moss		100	49	12.3	1.5	0.2	0.03	0.01	0.05	1.3	6	0.02	0.47	0.6	0.1	0.07	182	0	3	0	0.87	5	0	67	63	72	0.7	157	1.95	8.9	0.02	0.05	0.05	0.15	0.4	144	12	0.02	0.03	0	0	0	2	95	0	0	0.01	0.03	0.1	0.02	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0.1
Alga Kelp		100	43	9.6	1.7	0.6	0.1	0.1	0.1	1.3	6	0.05	0.15	0.5	0.64	0.01	180	0	3	0	0.87	66	0	233	89	168	0.7	42	1.23	2.8	0.05	0.1	0.1	0.13	0.2	121	12	0.04	0.06	0	0	0	3	85	0	0	0.1	0.06	0.15	0.03	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	20	0	0	0	0	0	0	0.2
Alga Nori		100	300	44	35	0.3	0.1	0.05	0.1	5.1	260	0.24	3.4	15	1.6	0.6	1500	54	40	0	1	4	0	47	356	26	6	113	1.1	2.4	0.03	0.1	0.1	0.44	1.5	32	12.1	0.15	0.15	0	0	0	8	920	0	0	0.05	0.15	1.1	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0.1
Alga Ogo		100	12	1.8	1.6	0.2	0.03	0.01	0.09	1	243	0.04	0.05	0.4	0.08	0.05	41	0	26	0	0.09	34	0	34	208	93	0.5	29	0.17	1.04	0.02	0.05	0.05	0.02	0.14	13	5	0.04	0.05	0	0	0	4	45	0	0	0.01	0.05	1.5	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0.1
Alga Sea grapes		100	4	0.5	0.5	0.1	0.01	0.01	0.04	0.8	10	0.02	0.02	0.2	0.05	0.01	15	0	12	0	0.05	8	0	735	45	56	0.1	12	0.1	0.3	0.01	0.02	0.02	0.02	0.05	15	4	0.01	0.03	0	0	0	1	12	0	0	0.01	0.03	0.1	0.01	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0.1
Spirulina		100	290	23.9	57.5	7.7	2.7	0.7	2.1	3.6	29	2.4	3.7	12.8	3.5	0.36	94	0	10.1	0	5	25.2	0	1048	1363	120	7.2	118	2	28.5	0.01	0.03	0.03	6.1	1.9	195	66	0.3	1.8	0	0	0	12	1100	0	0	0.7	1.8	85	15	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0
Alga Wakame		100	45	9.1	3	0.6	0.13	0.12	0.21	0.5	18	0.06	0.23	1.6	0.7	0.02	196	0	3	0	1	5.2	0	872	50	150	0.7	80	0.38	2.1	0.02	0.1	0.1	0.28	1.4	107	13.5	0.13	0.08	0	0	0	5	95	0	0	0.12	0.08	0.2	0.05	0.2	0.02	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	25	0	0	0	0	0	0	0.2
Cérebro de boi		100	136	0	10.9	10.3	2.3	1.8	1.3	0	0	0.08	0.25	3.4	0.8	0.23	5	9.4	10	0.1	0.3	0	0	146	224	9	13.5	335	1.1	2.1	0	0.05	0.05	0.22	0.01	13	490	0.85	0.25	0	0	5	15	450	0	0	1.7	0.25	0	0	3.2	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
